"FISCAL_YEAR","FISCAL_COUNT","SYSTEM_ID","SYSTEM_NAME","NCES School ID","NCES District ID","SCHOOL_ID","UNIQUESCHOOLID","SCHOOL_NAME","GRADE_RANGE","FAC_SCHTYPE","Street Address","ZIP","Locale Code*","Locale*","Locale","lon","lat","schoolgeom","Total Student Count","Hispanic","American Indian","Asian","Black","Pacific Islander","White","Two or More Races","Female","Male","COURSE_TAKER_CS","Hispanic_CS","American Indian_CS","Asian_CS","Black_CS","Pacific Islander_CS","White_CS","Two or More Races_CS","Female_CS","Male_CS","Student Teacher Ratio*","Free Lunch*","Reduced Lunch*","Type","DI_Asian","DI_Black","DI_Hispanic","DI_White","DI_Female","Classification","Has Extra Teacher","School classification","Total CS Teachers","Student-Teacher Ratio (CS)","SWD Total","URG","COURSE_TITLE","SUM_POP","Less than High School","CMPLTHS and Higher","CompButNoInternet","No Computer","White population_Weighted_Income","Black population_Weighted_Income","Asian population_Weighted_Income","Hispanic population_Weighted_Income","Total_Pop_Weighted_Avg_Income","White_Weighted_Avg_Distance","Black_Weighted_Avg_Distance","Asian_Weighted_Avg_Distance","Hispanic_Weighted_Avg_Distance","Total_Missing_BGs for income","Missing_Percentage"
2024,1,633,Cobb County,130129000521,1301290,2066,"6332066",Osborne High School,"09-12",H,"2451 Favor Rd SW","30060","21",Suburb: Large,Suburb,-84.565533,33.8919873,"0101000020AD100000C3F352B1312455C042F9CCA32CF24040",2773.0,1839.0,1.0,28.0,714.0,4.0,127.0,60.0,1263.0,1510.0,49.0,16.0,0.0,3.0,20.0,0.0,9.0,1.0,14.0,35.0,16.84,1771.0,301.0,Regular,0.051,0.151,-0.337,0.138,-0.17,Both,true,Both with extra teacher,3.0,924.33,3.0,0.921,"Advanced Placement Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",63908.0,11.2192526757214,53.1420166489328,2.05608061588534,1.26901170432497,47615.1059215446,32173.1593814249,36023.74663909,22515.6039783844,27401.6615923554,2212.23402763664,1837.72379604166,1899.16925673354,1943.02150277258,23.0,14.9350649350649
2024,1,633,Cobb County,130129000574,1301290,3056,"6333056",South Cobb High School,"09-12",H,"1920 Clay Rd","30106","21",Suburb: Large,Suburb,-84.6093169,33.8344475,"0101000020AD1000009B994F0CFF2655C04F5DF92CCFEA4040",2137.0,728.0,4.0,21.0,1201.0,4.0,125.0,54.0,1072.0,1065.0,80.0,21.0,0.0,1.0,41.0,0.0,11.0,6.0,10.0,70.0,17.13,1174.0,251.0,Regular,0.003,-0.05,-0.078,0.079,-0.377,Both,true,Both with extra teacher,2.0,1068.5,11.0,0.903,"Advanced Placement, Computer Science A, Game Design: Animation and Simulation, Computer Science Principles",38406.0,8.20444722178826,59.7979482372546,2.94745612664688,2.63240118731448,48379.907244274,32021.781009969,33738.5313807531,17427.0113575628,29406.8363216089,2130.94266792224,2357.4040210025,1944.1917975322,2181.64133295268,21.0,22.8260869565217
2024,1,633,Cobb County,130129000559,1301290,4066,"6334066",Pebblebrook High School,"09-12",H,"991 Old Alabama Rd SW","30126","21",Suburb: Large,Suburb,-84.5821158,33.8062209,"0101000020AD10000008DFA062412555C0046D173F32E74040",2575.0,1126.0,3.0,6.0,1269.0,2.0,105.0,64.0,1297.0,1278.0,76.0,22.0,0.0,4.0,48.0,0.0,1.0,1.0,26.0,50.0,17.31,1532.0,235.0,Regular,0.05,0.139,-0.148,-0.028,-0.162,Both,false,Both without extra teacher,2.0,1287.5,4.0,0.93,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Programming, Games, Apps and Society",62255.0,7.3921773351538,57.7913420608787,3.43908119829733,1.48743072845555,56970.4280233272,36548.8525498563,66252.9242979243,21174.7048491791,32372.9874282301,3021.15272290688,2926.67707270918,2827.62911261364,2102.63002896304,26.0,20.0
2024,1,634,Coffee County,130135000581,1301350,195,"6340195",Coffee County High School,"09-12",H,"159 Trojan Way","31533","41",Rural: Fringe,Rural,-82.8620432,31.5524729,"0101000020AD1000004FEF3DB72BB754C0216D2DDD6E8D3F40",1326.0,306.0,2.0,9.0,413.0,0.0,568.0,28.0,660.0,666.0,55.0,16.0,0.0,1.0,20.0,0.0,17.0,1.0,16.0,39.0,13.55,805.0,0.0,Regular,0.011,0.052,0.06,-0.119,-0.207,Both,false,Both without extra teacher,1.0,1326.0,4.0,0.542,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles, Programming, Games, Apps and Society",15593.0,11.7552748027961,59.3920348874495,15.9430513692041,7.47771435900725,32177.7948379804,34383.4375262936,8031.0,15373.1053787047,28469.7376874835,6710.7213949064,5861.31135208308,11629.7263544709,2962.10812054569,7.0,21.2121212121212
2024,1,634,Coffee County,130135003323,1301350,308,"6340308",George Washington Carver Freshman Campus,"09-09",H,"1020 Gaskin Ave S","31533","33",Town: Remote,Town,-82.8451495,31.4961698,"0101000020AD100000C4AEEDED16B654C04B43E8FB047F3F40",546.0,124.0,1.0,5.0,178.0,0.0,209.0,29.0,269.0,277.0,,,,,,,,,,,14.9,353.0,0.0,Regular,,,,,,No,true,No with extra teacher,,,,0.553,,23726.0,15.2701677484616,48.3014414566299,8.66559892101492,6.59192447104442,27082.5810648861,16549.7342880979,,13282.9336935167,19555.6554186733,4271.75133071822,1545.12645124869,9674.23461232285,5052.8795386626,19.0,33.3333333333333
2024,1,635,Colquitt County,130138000591,1301380,1554,"6351554",Colquitt County High School,"10-12",H,"105 Darbyshire Rd","31771","41",Rural: Fringe,Rural,-83.7600826,31.2048112,"0101000020AD1000008D507D31A5F054C0C2DABD816E343F40",1871.0,591.0,0.0,24.0,507.0,0.0,720.0,29.0,903.0,968.0,71.0,18.0,0.0,0.0,18.0,0.0,31.0,4.0,12.0,59.0,12.68,1147.0,0.0,Regular,-0.013,-0.017,-0.062,0.052,-0.314,Both,true,Both with extra teacher,2.0,935.5,9.0,0.587,"Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Programming, Games, Apps and Society",53964.0,14.2113260692313,52.0198650952487,12.3786227855607,7.71810836854199,32654.7445138503,22638.5481293135,6757.06719367589,15928.0331402086,23103.5200246696,7351.75695004996,4334.72862050663,13978.570001292,4218.05159468899,33.0,22.0
2024,1,636,Columbia County,130141003903,1301410,112,"6360112",Grovetown High School,"09-12",H,"2010 Warrior Way","30813","41",Rural: Fringe,Rural,-82.2366789,33.4989767,"0101000020AD100000CFC941BF258F54C0A6FBEF77DEBF4040",2283.0,387.0,4.0,34.0,930.0,9.0,742.0,177.0,1123.0,1160.0,69.0,6.0,0.0,2.0,24.0,0.0,34.0,3.0,15.0,54.0,18.51,601.0,169.0,Regular,0.014,-0.06,-0.083,0.168,-0.275,Both,true,Both with extra teacher,3.0,761.0,4.0,0.577,"Advanced Placement, Computer Science A, Web Development, Introduction to Cybersecurity, Advanced Cybersecurity",25417.0,2.26226541291262,52.9763544084668,1.34162174922296,3.00586221820042,39694.8398505984,39896.855387071,31148.2183754993,17319.618705036,33794.6279041174,1642.2879577897,1770.23047980248,2865.18038578239,1209.32793572858,7.0,26.9230769230769
2024,1,636,Columbia County,130141001885,1301410,183,"6360183",Harlem High School,"09-12",H,"1070 Appling Harlem Rd","30814","41",Rural: Fringe,Rural,-82.3128034,33.456543,"0101000020AD100000F8448DF8049454C0DF1B430070BA4040",1252.0,123.0,1.0,14.0,258.0,1.0,765.0,90.0,582.0,670.0,25.0,2.0,0.0,0.0,5.0,1.0,16.0,1.0,3.0,22.0,17.35,326.0,79.0,Regular,-0.011,-0.006,-0.018,0.029,-0.345,In Person,true,In Person with extra teacher,3.0,417.33,2.0,0.304,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles",5253.0,5.29221397296783,58.8806396344946,10.013325718637,1.3896820864268,53062.3402200161,36424.0091659028,,,42618.1492568595,3299.02062970667,3094.78160744181,3013.95696572604,3359.09439046754,4.0,40.0
2024,1,636,Columbia County,130141002025,1301410,189,"6360189",Lakeside High School,"09-12",H,"533 Blue Ridge Dr","30809","21",Suburb: Large,Suburb,-82.1008849,33.5384508,"0101000020AD100000418AF0E5748654C0A540B0F4EBC44040",1910.0,174.0,3.0,202.0,338.0,6.0,1070.0,117.0,949.0,961.0,66.0,7.0,1.0,13.0,9.0,0.0,31.0,5.0,10.0,56.0,18.06,360.0,112.0,Regular,0.091,-0.041,0.015,-0.091,-0.345,Both,true,Both with extra teacher,2.0,955.0,2.0,0.268,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",41184.0,4.0452602952603,66.4408508158508,5.79108391608392,1.89151126651127,51181.0345401581,40438.426056338,53180.4744245524,38678.6376021798,43144.5200588069,2281.04183693435,2244.08413020703,2123.7432393305,2340.12742194629,19.0,22.8915662650602
2024,1,636,Columbia County,130141001501,1301410,197,"6360197",Greenbrier High School,"09-12",H,"5114 Riverwood Pkwy","30809","41",Rural: Fringe,Rural,-82.1924352,33.588489,"0101000020AD10000059A6BADB508C54C02387889B53CB4040",1909.0,178.0,7.0,70.0,258.0,4.0,1238.0,154.0,946.0,963.0,154.0,15.0,2.0,11.0,18.0,2.0,94.0,12.0,32.0,122.0,18.96,157.0,60.0,Regular,0.035,-0.018,0.004,-0.038,-0.288,Both,true,Both with extra teacher,3.0,636.33,8.0,0.228,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",18673.0,1.3441867937664,59.2620360948964,1.76725753762116,0.348096181652654,49592.1437278953,53270.9585749793,47731.0085034014,37320.3288324067,46788.4139954522,2114.30697176772,2662.63298914161,2894.44316534095,2967.55836125075,4.0,15.3846153846154
2024,1,636,Columbia County,130141000603,1301410,4050,"6364050",Evans High School,"09-12",H,"4550 Cox Rd","30809","21",Suburb: Large,Suburb,-82.1473285,33.524715,"0101000020AD100000335184D46D8954C03E5C72DC29C34040",1875.0,224.0,7.0,67.0,426.0,6.0,1011.0,134.0,939.0,936.0,46.0,5.0,0.0,6.0,9.0,0.0,22.0,4.0,6.0,40.0,18.43,423.0,151.0,Regular,0.095,-0.032,-0.011,-0.061,-0.37,Both,true,Both with extra teacher,2.0,937.5,2.0,0.347,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",42440.0,6.90150801131009,62.203110273327,5.4688972667295,2.36569274269557,42634.3846958341,36280.9046920821,41554.8769230769,43636.9981745162,35914.1836444439,2461.02476649014,2747.74194051173,1851.40845079713,2529.61563274509,33.0,35.8695652173913
2024,1,637,Cook County,130147003900,1301470,111,"6370111",Cook High School,"09-12",H,"9900 Highway 37","31620","41",Rural: Fringe,Rural,-83.3836131,31.1322681,"0101000020AD1000004CB4F51D8DD854C0D7CD7B52DC213F40",951.0,113.0,1.0,10.0,340.0,1.0,456.0,30.0,452.0,499.0,13.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,5.0,8.0,14.38,606.0,0.0,Regular,-0.011,-0.204,0.035,0.059,-0.091,In Person,true,In Person with extra teacher,3.0,317.0,0.0,0.476,"Computer Science Principles, Programming, Games, Apps and Society",24377.0,10.5263157894737,51.7496000328178,10.3745333716208,8.14702383394183,29307.2079426365,18397.7383765244,,22296.1751951431,23480.1215302688,6813.60191076283,5580.76297732889,10381.0719954355,4764.6396038513,17.0,28.3333333333333
2024,1,638,Coweta County,130150001108,1301500,196,"6380196",Northgate High School,"09-12",H,"3220 Fischer Rd","30265","41",Rural: Fringe,Rural,-84.6655662,33.468796,"0101000020AD100000AD94F9A2982A55C0703FE08101BC4040",2054.0,260.0,6.0,59.0,395.0,0.0,1233.0,101.0,1030.0,1024.0,70.0,8.0,0.0,10.0,5.0,0.0,39.0,8.0,15.0,55.0,18.58,358.0,77.0,Regular,0.114,-0.121,-0.012,-0.043,-0.287,Both,true,Both with extra teacher,3.0,684.67,1.0,0.319,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Embedded Computing, Game Design: Animation and Simulation, Programming, Games, Apps and Society, Introduction to Cybersecurity",30889.0,3.98523746317459,63.1001327333355,2.55754475703325,1.83884230632264,56035.3791633248,31608.1895940087,70857.9342105263,40299.0536968195,49586.0675758332,3797.00016136506,3659.15732017353,3291.8178398788,2779.95943704977,15.0,26.3157894736842
2024,1,638,Coweta County,130150002028,1301500,389,"6380389",East Coweta High School,"09-12",H,"400 Sharpsburg-McCollum Rd.","30277","21",Suburb: Large,Suburb,-84.6602811,33.349451,"0101000020AD100000AEAAA80B422A55C0FA4674CFBAAC4040",3108.0,434.0,8.0,125.0,898.0,0.0,1483.0,160.0,1524.0,1584.0,274.0,27.0,1.0,35.0,64.0,0.0,130.0,17.0,70.0,204.0,18.27,802.0,179.0,Regular,0.088,-0.055,-0.041,-0.003,-0.235,Both,true,Both with extra teacher,4.0,777.0,18.0,0.429,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Embedded Computing, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity",28578.0,3.78612919028623,62.7405696689761,5.9381342291273,1.25271187626846,46337.0217135874,30629.8063157895,40590.5590551181,28699.4784660767,40401.0931286871,4429.01841389306,4955.81371427991,5527.61880587111,3988.86407485684,16.0,31.3725490196078
2024,1,638,Coweta County,130150000754,1301500,5054,"6385054",Newnan High School,"09-12",H,"190 Lagrange St","30263","21",Suburb: Large,Suburb,-84.8111658,33.3624294,"0101000020AD1000008EA8F523EA3355C0F10D2A1664AE4040",2250.0,272.0,7.0,17.0,587.0,1.0,1281.0,85.0,1115.0,1135.0,113.0,6.0,0.0,4.0,5.0,0.0,97.0,1.0,48.0,65.0,16.68,785.0,170.0,Regular,0.028,-0.217,-0.068,0.289,-0.071,Both,true,Both with extra teacher,4.0,562.5,1.0,0.382,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Embedded Computing, Game Design: Animation and Simulation, Introduction to Cybersecurity",42566.0,8.65244561387022,56.782408495043,5.91786872151482,3.69073908753465,49026.6334486011,27495.9100842549,51657.1667760998,24006.6316046967,34328.9417746748,3301.21045462616,2824.62861631253,5358.56898671899,3119.38714283558,9.0,14.0625
2024,1,639,Crawford County,130153000080,1301530,193,"6390193",Crawford County High School,"09-12",H,"401 E Agency St","31078","42",Rural: Distant,Rural,-84.0044375,32.7223794,"0101000020AD100000105839B4480055C0ED269DED765C4040",512.0,22.0,2.0,0.0,102.0,0.0,368.0,18.0,259.0,253.0,,,,,,,,,,,13.08,251.0,44.0,Regular,,,,,,No,false,No without extra teacher,,,,0.242,,17427.0,9.35330234693292,62.8966546163998,10.8796694783956,6.61043208813909,38008.0158870256,29245.9405695419,,28340.0,32530.5181578958,13345.0020828502,13548.6452725831,20621.8242407047,14759.7124353207,11.0,31.4285714285714
2024,1,640,Crisp County,130156000769,1301560,196,"6400196",Crisp County High School,"09-12",H,"2402 COUGAR ALLEY","31015","41",Rural: Fringe,Rural,-83.7823938,31.9635074,"0101000020AD100000F6E571BD12F254C03974C46BA8F63F40",1054.0,80.0,0.0,23.0,605.0,0.0,318.0,28.0,520.0,534.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,18.49,1082.0,0.0,Regular,-0.022,-0.241,-0.076,0.365,-0.16,Virtual,true,Virtual with extra teacher,1.0,1054.0,0.0,0.65,Computer Science Principles,21656.0,12.3199113409679,56.6956039896565,21.5829331363133,6.82951606944958,39652.9522089469,19364.3111730646,20948.0,25315.0,20586.9103917063,5080.39962306922,1938.22083112409,13428.7727493082,3374.64570812506,14.0,26.4150943396226
2024,1,642,Dawson County,130165002253,1301650,198,"6420198",Dawson County High School ,"10-12",H,P.O. Box 129,"30534","41",Rural: Fringe,Rural,-84.1031138,34.4141224,"0101000020AD1000000BB19F6A990655C040457AF601354140",830.0,119.0,0.0,13.0,12.0,1.0,666.0,19.0,406.0,424.0,50.0,8.0,0.0,2.0,2.0,1.0,37.0,0.0,5.0,45.0,14.16,184.0,63.0,Regular,0.024,0.026,0.017,-0.062,-0.389,In Person,true,In Person with extra teacher,1.0,830.0,2.0,0.158,"Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Programming, Games, Apps and Society",64818.0,6.09090067573822,56.8406924002592,1.75259958653461,1.66157548829029,45096.2552829026,31489.357267951,33979.6403269755,29272.7676667493,39988.9844719254,9707.85861349108,10351.9062583047,10785.8390644254,9752.25912468293,38.0,40.4255319148936
2024,1,643,Decatur County,130171000612,1301710,3050,"6433050",Bainbridge High School,"09-12",H,"1 Bearcat Boulevard","39819","41",Rural: Fringe,Rural,-84.477094,30.8833823,"0101000020AD1000008AC745B5881E55C07F5DA85725E23E40",1220.0,152.0,1.0,7.0,579.0,0.0,449.0,32.0,610.0,610.0,16.0,2.0,0.0,0.0,8.0,0.0,6.0,0.0,3.0,13.0,14.31,1229.0,0.0,Regular,-0.006,0.025,0.0,0.007,-0.312,In Person,true,In Person with extra teacher,1.0,1220.0,2.0,0.599,"Embedded Computing, Computer Science Principles",26606.0,11.7078854393746,57.3254153198527,11.8356761632714,16.3045929489589,33109.2009747925,18021.5990553184,,28458.4862944162,22734.3538055621,9522.87155784426,9615.66768852645,7206.01828040439,10862.632477139,14.0,22.9508196721311
2024,1,644,DeKalb County,130174002479,1301740,103,"6440103","Martin Luther King, Jr. High School ","09-12",H,"3991 Snapfinger Rd","30038","21",Suburb: Large,Suburb,-84.1982332,33.6598827,"0101000020AD100000D0BE4DDAAF0C55C01CD94B0977D44040",1431.0,58.0,4.0,3.0,1315.0,1.0,17.0,33.0,706.0,725.0,21.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,10.0,11.0,19.43,1440.0,0.0,Regular,-0.002,0.033,-0.041,0.036,-0.017,In Person,true,In Person with extra teacher,7.0,204.43,1.0,0.959,"Advanced Placement Computer Science Principles, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",26323.0,5.77441780952019,68.6319948334157,3.28989856779243,2.66686927781788,30752.349247535,38897.6868864271,24286.4708737864,21938.0,35370.0860437425,3743.99031836601,1753.52277618897,2750.40740918848,1407.84052347097,14.0,35.0
2024,1,644,DeKalb County,130174003332,1301740,105,"6440105",Miller Grove High School,"09-12",H,"2645 Dekalb Medical Pkwy","30058","21",Suburb: Large,Suburb,-84.1490509,33.70975,"0101000020AD1000001E3CC90C8A0955C0022B8716D9DA4040",1109.0,60.0,1.0,6.0,1019.0,0.0,2.0,21.0,572.0,537.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,8.0,16.05,1188.0,0.0,Regular,-0.005,0.081,-0.054,-0.002,-0.316,In Person,true,In Person with extra teacher,4.0,277.25,2.0,0.973,"Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",37002.0,6.54829468677369,56.3158748175774,8.06172639316794,2.02691746392087,29576.0746606335,27833.4540036585,,13850.2389791183,25105.7026293742,1932.29505008447,1561.75075087166,1008.9433365495,1400.08243221741,19.0,36.5384615384615
2024,1,644,DeKalb County,130174000639,1301740,172,"6440172",Cedar Grove High School,"09-12",H,"2360 River Rd","30294","21",Suburb: Large,Suburb,-84.2944477,33.676461,"0101000020AD10000079782A3BD81255C07E02284696D64040",1132.0,59.0,7.0,5.0,1027.0,0.0,8.0,26.0,550.0,582.0,41.0,3.0,1.0,0.0,36.0,0.0,0.0,1.0,16.0,25.0,16.16,1123.0,0.0,Regular,-0.004,-0.029,0.021,-0.007,-0.096,In Person,true,In Person with extra teacher,5.0,226.4,4.0,0.959,"Advanced Placement, Computer Science A, Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",26203.0,6.28172346677861,61.1075067740335,3.93466396977445,1.88146395450903,82570.2545235223,30030.6841021763,,16521.8139534884,29504.4784784459,1573.76781232641,1775.1572874207,2744.79911583237,2501.53289247574,13.0,30.2325581395349
2024,1,644,DeKalb County,130174000636,1301740,176,"6440176",Redan High School,"09-12",H,"5247 Redan Rd","30088","21",Suburb: Large,Suburb,-84.1781388,33.7585658,"0101000020AD100000840948A0660B55C09A6E23AF18E14040",1005.0,83.0,4.0,15.0,879.0,0.0,8.0,16.0,479.0,526.0,19.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,2.0,17.0,19.02,951.0,0.0,Regular,-0.015,0.02,-0.03,-0.008,-0.371,In Person,true,In Person with extra teacher,4.0,251.25,1.0,0.957,"Advanced Placement Computer Science Principles, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",37202.0,5.54271275737864,62.8030751034891,4.92715445406161,1.63700876296973,34425.0261348006,32630.1679426777,18314.8514285714,29829.0922882427,27990.244475396,1783.77145800671,1544.58274159271,2483.21754489947,1802.2853639408,30.0,41.6666666666667
2024,1,644,DeKalb County,130174002537,1301740,202,"6440202",Lithonia High School,"09-12",H,"2440 Phillips Rd","30058","21",Suburb: Large,Suburb,-84.1294961,33.7250671,"0101000020AD100000699D02AA490855C0E9F3ACFFCEDC4040",1504.0,105.0,9.0,2.0,1354.0,0.0,8.0,26.0,732.0,772.0,104.0,1.0,0.0,0.0,103.0,0.0,0.0,0.0,44.0,60.0,17.87,1483.0,0.0,Regular,-0.001,0.09,-0.06,-0.005,-0.064,In Person,true,In Person with extra teacher,6.0,250.67,15.0,0.97,"Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",22569.0,10.2707253312065,54.1627896672427,9.77890026142053,4.3200850724445,14035.2257425743,25904.533284529,82530.0,21828.5747303544,24354.2527686799,2063.72173200788,1342.33030960624,3391.60003276502,2610.4073442415,8.0,22.2222222222222
2024,1,644,DeKalb County,130174000644,1301740,276,"6440276",Stone Mountain High School,"09-12",H,"4555 Central Dr","30083","21",Suburb: Large,Suburb,-84.2020155,33.8104985,"0101000020AD10000040726BD2ED0C55C0817A336ABEE74040",1206.0,187.0,2.0,118.0,851.0,5.0,21.0,22.0,574.0,632.0,92.0,19.0,0.0,11.0,60.0,1.0,0.0,1.0,23.0,69.0,18.49,1202.0,0.0,Regular,0.022,-0.053,0.051,-0.017,-0.226,In Person,true,In Person with extra teacher,5.0,241.2,10.0,0.861,"Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",33079.0,9.1961667523202,56.138335499864,7.17675866864174,2.41542972883098,50695.7303306728,22795.929871209,24296.28,13653.5424354244,23836.8057377542,1497.97787889199,1316.37410419278,947.860827222669,1381.50601215479,23.0,31.5068493150685
2024,1,644,DeKalb County,130174001553,1301740,497,"6440497",Stephenson High School,"09-12",H,"701 Stephenson Rd","30087","21",Suburb: Large,Suburb,-84.124763,33.7745025,"0101000020AD1000000E30F31DFC0755C0CA15DEE522E34040",1312.0,97.0,2.0,17.0,1158.0,4.0,11.0,23.0,636.0,676.0,97.0,10.0,0.0,2.0,77.0,0.0,1.0,7.0,19.0,78.0,16.31,759.0,110.0,Regular,0.008,-0.089,0.029,0.002,-0.289,In Person,true,In Person with extra teacher,6.0,218.67,10.0,0.957,"Web Development, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",40091.0,3.85123843256591,66.0696914519468,2.99069616622185,1.13741238681998,49787.8487356322,33492.8606268709,59355.375328084,16723.6465517241,31814.516614879,2714.74149394319,1949.19291782673,859.378789251735,2337.0617066891,26.0,39.3939393939394
2024,1,644,DeKalb County,130174003921,1301740,810,"6440810",Elizabeth Andrews High School,"10-12",H,"1701 Mountain Industrial Blvd","30083","21",Suburb: Large,Suburb,-84.194726,33.8325828,"0101000020AD100000946B0A64760C55C0269BBC1292EA4040",166.0,30.0,0.0,7.0,122.0,0.0,4.0,3.0,70.0,96.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.87,153.0,10.0,Regular,-0.042,-0.735,0.819,-0.024,-0.422,Virtual,true,Virtual with extra teacher,2.0,83.0,0.0,0.916,Computer Science Principles,17080.0,5.58548009367682,60.5210772833724,4.10421545667447,2.46487119437939,73219.3714960165,29037.3788527397,50204.4776357828,14699.9339464883,28165.7837558962,1988.3354905808,1634.91566439425,3032.97125622064,1572.82601291693,10.0,27.027027027027
2024,1,644,DeKalb County,130174000669,1301740,1070,"6441070",Tucker High School,"09-12",H,"5036 Lavista Rd","30084","21",Suburb: Large,Suburb,-84.2162698,33.8563929,"0101000020AD1000003287495DD70D55C0680355489EED4040",1590.0,349.0,2.0,142.0,902.0,1.0,145.0,49.0,799.0,791.0,47.0,11.0,0.0,6.0,24.0,0.0,5.0,1.0,15.0,32.0,15.84,717.0,96.0,Regular,0.038,-0.057,0.015,0.015,-0.183,In Person,true,In Person with extra teacher,4.0,397.5,2.0,0.787,"Advanced Placement, Computer Science A, Computer Science Principles",69127.0,12.4567824439076,54.5734662288252,6.90178945997946,4.80854080171279,55630.2324232082,31495.6284646528,32383.1907668232,22475.2314915132,29681.6130120328,2133.07511051291,2934.17790253621,2954.53082780617,3630.47079274877,25.0,14.8809523809524
2024,1,644,DeKalb County,130174000666,1301740,2054,"6442054",Columbia High School,"09-12",H,"2106 Columbia Dr","30032","21",Suburb: Large,Suburb,-84.2488599,33.7276414,"0101000020AD1000004BF21252ED0F55C09B1B785A23DD4040",909.0,45.0,1.0,5.0,844.0,0.0,5.0,9.0,464.0,445.0,64.0,4.0,0.0,1.0,57.0,0.0,1.0,1.0,24.0,40.0,15.22,898.0,0.0,Regular,0.01,-0.038,0.013,0.01,-0.135,In Person,true,In Person with extra teacher,1.0,909.0,10.0,0.978,"Computer Science Principles, Programming, Games, Apps and Society",26243.0,9.01954806996151,68.8221621003696,8.13169226079335,7.18667835232253,46830.0427490957,24006.4736046127,,24653.4742857143,25697.4691306791,1471.40057208644,1554.77900195176,1470.83668520154,1442.26429171302,24.0,32.8767123287671
2024,1,644,DeKalb County,130174000665,1301740,2055,"6442055",Druid Hills High School,"09-12",H,"1798 Haygood Dr NE","30307","21",Suburb: Large,Suburb,-84.3157437,33.7938039,"0101000020AD100000C25A1025351455C0F8F7BE5D9BE54040",1430.0,228.0,7.0,130.0,560.0,6.0,444.0,55.0,697.0,733.0,21.0,1.0,0.0,2.0,4.0,0.0,14.0,0.0,6.0,15.0,15.34,414.0,88.0,Regular,0.004,-0.201,-0.112,0.356,-0.202,Both,true,Both with extra teacher,4.0,357.5,1.0,0.551,"Advanced Placement, Computer Science A, Computer Science Principles",46435.0,1.74006675998708,67.5955636911812,1.25551846667385,1.22536879508991,84787.8557713425,37398.9272555503,70630.5496828753,54082.8001373626,44849.8375262824,2001.31699893127,1546.5291234498,1493.76996722901,1915.51786547044,40.0,27.2108843537415
2024,1,644,DeKalb County,130174000721,1301740,3060,"6443060",Lakeside High School,"09-12",H,"3801 Briarcliff Rd NE","30345","21",Suburb: Large,Suburb,-84.2842996,33.8455873,"0101000020AD1000000411F3F6311255C0DBB463343CEC4040",2187.0,938.0,7.0,83.0,406.0,1.0,675.0,77.0,1055.0,1132.0,66.0,15.0,0.0,4.0,12.0,0.0,33.0,2.0,11.0,55.0,17.34,816.0,98.0,Regular,0.023,-0.004,-0.202,0.191,-0.316,Both,true,Both with extra teacher,5.0,437.4,4.0,0.615,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles",46093.0,6.99672401449244,63.5280845247652,3.97457314559695,2.67936563035602,81160.1507568466,40382.4978337928,58516.7851186658,26833.1429804683,48279.7878750604,1907.52219986158,1993.52573574372,2194.35454358549,2045.49745792352,16.0,12.5
